clause_id,clause_type,density,nearest,score,level,percentile_in_category
tfc_002_ff1ba9,Termination For Convenience,0.9,0.6841920614242554,0.8136768245697021,Standard,0.9
tfc_003_cdf66e,Termination For Convenience,0.5,0.4377724528312683,0.4751089811325073,Mixed,0.571
tfc_004_781a07,Termination For Convenience,0.55,0.3978245258331299,0.489129810333252,Mixed,0.6
tfc_005_1b17af,Termination For Convenience,0.2,0.43051499128341675,0.2922059965133667,Atypical,0.343
tfc_006_c586e5,Termination For Convenience,0.5,0.43954020738601685,0.47581608295440675,Mixed,0.586
tfc_007_5bab1b,Termination For Convenience,0.85,0.6565725803375244,0.7726290321350098,Standard,0.857
tfc_008_b09d61,Termination For Convenience,1.0,0.6555418968200684,0.8622167587280274,Highly Standard,0.95
tfc_009_133aae,Termination For Convenience,0.55,0.5254217386245728,0.5401686954498292,Standard,0.657
tfc_010_a54f68,Termination For Convenience,0.65,0.8506485223770142,0.7302594089508057,Standard,0.814
tfc_011_f62535,Termination For Convenience,0.15,0.355097234249115,0.232038893699646,Atypical,0.257
tfc_012_57110f,Termination For Convenience,0.1,0.310651957988739,0.1842607831954956,Highly Atypical,0.086
tfc_013_8fb084,Termination For Convenience,0.15,0.3374071717262268,0.22496286869049073,Atypical,0.229
tfc_014_bf5789,Termination For Convenience,0.45,0.4571866989135742,0.4528746795654297,Mixed,0.514
tfc_015_182966,Termination For Convenience,0.9,0.8830132484436035,0.8932052993774415,Highly Standard,0.986
tfc_016_3eea78,Termination For Convenience,0.25,0.40668219327926636,0.31267287731170657,Mixed,0.371
tfc_017_c59d29,Termination For Convenience,0.7,0.5030789375305176,0.621231575012207,Standard,0.671
tfc_018_99e11f,Termination For Convenience,0.1,0.358486533164978,0.2033946132659912,Atypical,0.157
tfc_019_d84096,Termination For Convenience,1.0,0.5749560594558716,0.8299824237823487,Standard,0.914
tfc_020_8561e6,Termination For Convenience,0.9,0.45530784130096436,0.7221231365203857,Standard,0.786
tfc_021_8c61c8,Termination For Convenience,0.45,0.3880400061607361,0.4252160024642945,Mixed,0.486
tfc_022_c35f27,Termination For Convenience,0.15,0.3741510510444641,0.23966042041778565,Atypical,0.271
tfc_023_e6747d,Termination For Convenience,0.8,0.43713927268981934,0.6548557090759277,Standard,0.7
tfc_024_3b4d23,Termination For Convenience,0.1,0.3476364016532898,0.1990545606613159,Atypical,0.143
tfc_025_7b9f5d,Termination For Convenience,0.5,0.48862171173095703,0.4954486846923828,Standard,0.614
tfc_026_10ff99,Termination For Convenience,0.5,0.4090801477432251,0.46363205909729005,Mixed,0.543
tfc_027_405509,Termination For Convenience,0.15,0.30879998207092285,0.21351999282836914,Atypical,0.171
tfc_028_008c3d,Termination For Convenience,0.3,0.44271159172058105,0.3570846366882324,Mixed,0.443
tfc_029_134a4c,Termination For Convenience,0.75,0.5441919565200806,0.6676767826080322,Standard,0.729
tfc_030_3b5ff4,Termination For Convenience,0.1,0.40892836451530457,0.22357134580612184,Atypical,0.214
tfc_031_1fba70,Termination For Convenience,0.1,0.39561036229133606,0.21824414491653443,Atypical,0.2
tfc_032_c3a0ce,Termination For Convenience,0.4,0.47368648648262024,0.4294745945930481,Mixed,0.5
tfc_033_8d1709,Termination For Convenience,0.4,0.39081013202667236,0.39632405281066896,Mixed,0.471
tfc_034_b3bf00,Termination For Convenience,0.25,0.4939776659011841,0.34759106636047366,Mixed,0.429
tfc_035_7b91d4,Termination For Convenience,0.25,0.40892836451530457,0.31357134580612184,Mixed,0.386
tfc_036_784abb,Termination For Convenience,0.75,0.6903334259986877,0.726133370399475,Standard,0.8
tfc_037_91770d,Termination For Convenience,0.1,0.3140150308609009,0.18560601234436036,Highly Atypical,0.1
tfc_038_1d9c5f,Termination For Convenience,0.0,0.27429282665252686,0.10971713066101074,Highly Atypical,0.043
tfc_039_819437,Termination For Convenience,0.6,0.8506485223770142,0.7002594089508056,Standard,0.757
tfc_040_79707c,Termination For Convenience,0.5,0.3970686197280884,0.45882744789123536,Mixed,0.529
tfc_041_2bb745,Termination For Convenience,0.05,0.3464166820049286,0.16856667280197143,Highly Atypical,0.071
tfc_042_1f0c35,Termination For Convenience,0.15,0.5758071541786194,0.32032286167144775,Mixed,0.4
tfc_043_ff2a7b,Termination For Convenience,0.1,0.31654196977615356,0.18661678791046143,Highly Atypical,0.114
tfc_044_32631f,Termination For Convenience,0.2,0.33572131395339966,0.25428852558135984,Atypical,0.286
tfc_045_c4b603,Termination For Convenience,1.0,0.8830132484436035,0.9532052993774414,Highly Standard,1.0
tfc_046_7667dc,Termination For Convenience,1.0,0.6555418968200684,0.8622167587280274,Highly Standard,0.95
tfc_047_d4e9a6,Termination For Convenience,0.0,0.2666844129562378,0.10667376518249512,Highly Atypical,0.021
tfc_048_7afb0d,Termination For Convenience,0.1,0.5758071541786194,0.2903228616714478,Atypical,0.329
tfc_049_a44068,Termination For Convenience,0.6,0.7678430676460266,0.6671372270584106,Standard,0.714
tfc_050_946269,Termination For Convenience,0.85,0.5525856018066406,0.7310342407226562,Standard,0.829
tfc_051_17848b,Termination For Convenience,0.6,0.4377724528312683,0.5351089811325074,Standard,0.643
tfc_052_6da021,Termination For Convenience,0.15,0.31839099526405334,0.21735639810562135,Atypical,0.186
tfc_053_6ef194,Termination For Convenience,0.05,0.5689924359321594,0.2575969743728638,Atypical,0.3
tfc_054_ef1019,Termination For Convenience,1.0,0.5030789375305176,0.801231575012207,Standard,0.886
tfc_055_89e34d,Termination For Convenience,0.2,0.4498417377471924,0.299936695098877,Atypical,0.357
tfc_056_ce74c3,Termination For Convenience,0.55,0.4149934649467468,0.49599738597869875,Standard,0.629
tfc_057_7605fc,Termination For Convenience,0.95,0.5658432245254517,0.7963372898101806,Standard,0.871
tfc_058_088bca,Termination For Convenience,0.05,0.30247989296913147,0.1509919571876526,Highly Atypical,0.057
tfc_059_082fb9,Termination For Convenience,0.2,0.3741924464702606,0.26967697858810424,Atypical,0.314
tfc_060_fee1a7,Termination For Convenience,0.9,0.48886144161224365,0.7355445766448975,Standard,0.843
tfc_061_7d1f5f,Termination For Convenience,0.15,0.35265636444091797,0.2310625457763672,Atypical,0.243
tfc_062_e9a433,Termination For Convenience,0.0,0.2666844129562378,0.10667376518249512,Highly Atypical,0.021
tfc_063_6033ae,Termination For Convenience,1.0,0.6903334259986877,0.8761333703994751,Highly Standard,0.971
tfc_064_a7169b,Termination For Convenience,0.3,0.3926549553871155,0.3370619821548462,Mixed,0.414
tfc_065_a25eed,Termination For Convenience,1.0,0.6409883499145508,0.8563953399658203,Highly Standard,0.929
tfc_066_7b7054,Termination For Convenience,0.55,0.7678430676460266,0.6371372270584107,Standard,0.686
tfc_067_33f025,Termination For Convenience,0.75,0.5749560594558716,0.6799824237823486,Standard,0.743
tfc_068_d7e012,Termination For Convenience,0.85,0.5217664837837219,0.7187065935134888,Standard,0.771
tfc_069_99101d,Termination For Convenience,0.4,0.5689924359321594,0.46759697437286374,Mixed,0.557
coc_000_bcda2e,Change Of Control,0.2,0.43190228939056396,0.2927609157562256,Atypical,0.657
coc_001_19dee8,Change Of Control,0.0,0.26737743616104126,0.10695097446441651,Highly Atypical,0.043
coc_002_8be40e,Change Of Control,0.35,0.46688878536224365,0.39675551414489746,Mixed,0.857
coc_003_ff40fa,Change Of Control,0.0,0.23782332241535187,0.09512932896614075,Highly Atypical,0.014
coc_004_12f358,Change Of Control,0.1,0.3821187913417816,0.21284751653671266,Atypical,0.443
coc_005_d6ec2a,Change Of Control,0.05,0.3021344840526581,0.15085379362106324,Highly Atypical,0.157
coc_006_3eb4a2,Change Of Control,0.05,0.34421685338020325,0.1676867413520813,Highly Atypical,0.257
coc_007_680196,Change Of Control,0.25,0.4870156943798065,0.34480627775192263,Mixed,0.771
coc_008_4c3015,Change Of Control,0.05,0.32831454277038574,0.1613258171081543,Highly Atypical,0.229
coc_009_93782e,Change Of Control,0.25,0.4167909622192383,0.3167163848876953,Mixed,0.729
coc_010_47f5e1,Change Of Control,0.05,0.3319857120513916,0.16279428482055663,Highly Atypical,0.243
coc_011_06c80f,Change Of Control,0.15,0.34421685338020325,0.2276867413520813,Atypical,0.5
coc_012_db9f41,Change Of Control,0.05,0.4523305892944336,0.21093223571777345,Atypical,0.421
coc_013_e99086,Change Of Control,0.05,0.35326820611953735,0.17130728244781496,Highly Atypical,0.271
coc_014_1d0c26,Change Of Control,0.4,0.4167909622192383,0.40671638488769535,Mixed,0.871
coc_015_4f0c58,Change Of Control,0.1,0.35074031352996826,0.2002961254119873,Atypical,0.357
coc_016_291058,Change Of Control,0.05,0.5290420651435852,0.2416168260574341,Atypical,0.543
coc_017_b4924b,Change Of Control,0.1,0.3424534797668457,0.19698139190673827,Atypical,0.329
coc_018_66624d,Change Of Control,0.15,0.5290420651435852,0.3016168260574341,Mixed,0.671
coc_019_028091,Change Of Control,0.45,0.45660462975502014,0.4526418519020081,Mixed,0.936
coc_020_a528be,Change Of Control,0.2,0.4167996942996979,0.28671987771987917,Atypical,0.629
coc_021_b07344,Change Of Control,0.5,0.41672956943511963,0.46669182777404783,Mixed,0.971
coc_022_d6467b,Change Of Control,0.05,0.609137773513794,0.2736551094055176,Atypical,0.614
coc_023_742137,Change Of Control,0.3,0.3460198640823364,0.31840794563293456,Mixed,0.743
coc_024_764d9b,Change Of Control,0.1,0.3888671100139618,0.21554684400558471,Atypical,0.457
coc_025_85f452,Change Of Control,0.2,0.4870156943798065,0.3148062777519226,Mixed,0.714
coc_026_cba57e,Change Of Control,0.1,0.4714687168598175,0.248587486743927,Atypical,0.571
coc_027_818f0e,Change Of Control,0.45,0.44264668226242065,0.44705867290496826,Mixed,0.914
coc_028_a1ec88,Change Of Control,0.15,0.3844948410987854,0.24379793643951417,Atypical,0.557
coc_029_6bb32a,Change Of Control,0.0,0.2700147032737732,0.10800588130950928,Highly Atypical,0.086
coc_030_17d910,Change Of Control,0.35,0.3749487102031708,0.35997948408126834,Mixed,0.814
coc_031_96261f,Change Of Control,0.2,0.3647504448890686,0.2659001779556275,Atypical,0.586
coc_032_a71f1d,Change Of Control,0.05,0.30168741941452026,0.1506749677658081,Highly Atypical,0.143
coc_033_79f839,Change Of Control,0.35,0.3698683977127075,0.357947359085083,Mixed,0.8
coc_034_73df0e,Change Of Control,0.1,0.35326820611953735,0.20130728244781496,Atypical,0.371
coc_035_14b048,Change Of Control,0.0,0.2864089608192444,0.11456358432769775,Highly Atypical,0.114
coc_036_e6feeb,Change Of Control,0.1,0.40094640851020813,0.22037856340408327,Atypical,0.486
coc_037_fcaa1e,Change Of Control,0.05,0.3175640404224396,0.15702561616897584,Highly Atypical,0.2
coc_038_853bbb,Change Of Control,0.1,0.35455381870269775,0.2018215274810791,Atypical,0.386
coc_039_361eaa,Change Of Control,0.35,0.4327861964702606,0.3831144785881042,Mixed,0.836
coc_040_b161d8,Change Of Control,0.15,0.34668630361557007,0.22867452144622802,Atypical,0.514
coc_041_1ab55d,Change Of Control,0.1,0.32574301958084106,0.19029720783233642,Atypical,0.3
coc_042_bdf71a,Change Of Control,0.1,0.609137773513794,0.3036551094055176,Mixed,0.686
coc_043_2a8a96,Change Of Control,0.5,0.46206027269363403,0.4848241090774536,Mixed,0.986
coc_044_a2a86f,Change Of Control,0.35,0.4327861964702606,0.3831144785881042,Mixed,0.836
coc_045_60b4ee,Change Of Control,0.0,0.2685416340827942,0.10741665363311768,Highly Atypical,0.071
coc_046_bfad68,Change Of Control,0.2,0.4200728237628937,0.28802912950515747,Atypical,0.643
coc_047_bf807b,Change Of Control,0.1,0.3455826938152313,0.19823307752609254,Atypical,0.343
coc_048_b29608,Change Of Control,0.5,0.46688878536224365,0.4867555141448975,Mixed,1.0
coc_049_caee62,Change Of Control,0.1,0.37042301893234253,0.20816920757293703,Atypical,0.4
coc_050_6827b0,Change Of Control,0.05,0.4714687168598175,0.218587486743927,Atypical,0.471
coc_051_365f2a,Change Of Control,0.5,0.3888671100139618,0.4555468440055847,Mixed,0.957
coc_052_b3376f,Change Of Control,0.0,0.27283260226249695,0.10913304090499878,Highly Atypical,0.1
coc_053_649c8c,Change Of Control,0.4,0.46206027269363403,0.4248241090774536,Mixed,0.886
coc_054_d48663,Change Of Control,0.05,0.3276500701904297,0.16106002807617187,Highly Atypical,0.214
coc_055_866122,Change Of Control,0.2,0.3782113194465637,0.2712845277786255,Atypical,0.6
coc_056_09ecd3,Change Of Control,0.0,0.24442216753959656,0.09776886701583863,Highly Atypical,0.029
coc_057_d41ad7,Change Of Control,0.3,0.4200728237628937,0.34802912950515746,Mixed,0.786
coc_058_3f7028,Change Of Control,0.1,0.32631388306617737,0.19052555322647094,Atypical,0.314
coc_059_bfbade,Change Of Control,0.25,0.3844773769378662,0.3037909507751465,Mixed,0.7
coc_060_791c66,Change Of Control,0.1,0.32346516847610474,0.1893860673904419,Highly Atypical,0.286
coc_061_8ef212,Change Of Control,0.05,0.3115476369857788,0.15461905479431154,Highly Atypical,0.186
coc_062_3883e2,Change Of Control,0.45,0.45660462975502014,0.4526418519020081,Mixed,0.936
coc_063_8f7878,Change Of Control,0.3,0.37850621342658997,0.331402485370636,Mixed,0.757
coc_064_037564,Change Of Control,0.15,0.3749487102031708,0.23997948408126832,Atypical,0.529
coc_065_e57392,Change Of Control,0.0,0.268247127532959,0.1072988510131836,Highly Atypical,0.057
coc_066_551d57,Change Of Control,0.05,0.4523305892944336,0.21093223571777345,Atypical,0.421
coc_067_771963,Change Of Control,0.05,0.3086880147457123,0.15347520589828492,Highly Atypical,0.171
coc_068_878a98,Change Of Control,0.45,0.43190228939056396,0.4427609157562256,Mixed,0.9
coc_069_b6d735,Change Of Control,0.0,0.29019695520401,0.116078782081604,Highly Atypical,0.129
ncp_000_1dbd0f,Non-Compete,0.0,0.20568495988845825,0.08227398395538331,Highly Atypical,0.043
ncp_001_2ccbdd,Non-Compete,0.0,0.2573033273220062,0.1029213309288025,Highly Atypical,0.121
ncp_002_a7edb7,Non-Compete,0.0,0.2884703278541565,0.1153881311416626,Highly Atypical,0.286
ncp_003_4fa203,Non-Compete,0.35,0.4961671829223633,0.4084668731689453,Mixed,0.914
ncp_004_c111e8,Non-Compete,0.1,0.3784182071685791,0.21136728286743164,Atypical,0.55
ncp_005_63cec7,Non-Compete,0.05,0.32450270652770996,0.159801082611084,Highly Atypical,0.393
ncp_006_c06a73,Non-Compete,0.05,0.31093722581863403,0.1543748903274536,Highly Atypical,0.357
ncp_007_c676df,Non-Compete,0.15,0.40827640891075134,0.25331056356430054,Atypical,0.643
ncp_008_d9845e,Non-Compete,0.0,0.28566861152648926,0.11426744461059571,Highly Atypical,0.257
ncp_009_a528be,Non-Compete,0.05,0.3014174997806549,0.15056699991226197,Highly Atypical,0.329
ncp_010_8efb4a,Non-Compete,0.05,0.3413240313529968,0.16652961254119875,Highly Atypical,0.421
ncp_011_ff5724,Non-Compete,0.1,0.3180924654006958,0.1872369861602783,Highly Atypical,0.486
ncp_012_320ca9,Non-Compete,0.05,0.3413240313529968,0.16652961254119875,Highly Atypical,0.421
ncp_013_c3bd47,Non-Compete,0.2,0.6946549415588379,0.3978619766235352,Mixed,0.886
ncp_014_ceed57,Non-Compete,0.05,0.36978262662887573,0.1779130506515503,Highly Atypical,0.457
ncp_015_3f544c,Non-Compete,0.1,0.3784182071685791,0.21136728286743164,Atypical,0.55
ncp_016_d60d4a,Non-Compete,0.15,0.4546828866004944,0.2718731546401978,Atypical,0.686
ncp_017_b658d2,Non-Compete,0.15,0.3906559944152832,0.24626239776611328,Atypical,0.6
ncp_018_a0e528,Non-Compete,0.25,0.8239572644233704,0.47958290576934814,Mixed,0.986
ncp_019_7adaf2,Non-Compete,0.15,0.468732088804245,0.277492835521698,Atypical,0.714
ncp_020_a6e936,Non-Compete,0.4,0.522727370262146,0.4490909481048584,Mixed,0.971
ncp_021_34535a,Non-Compete,0.15,0.579098105430603,0.3216392421722412,Mixed,0.771
ncp_022_d6d864,Non-Compete,0.2,0.6847071647644043,0.3938828659057617,Mixed,0.871
ncp_023_1fb8b1,Non-Compete,0.05,0.39212626218795776,0.18685050487518312,Highly Atypical,0.471
ncp_024_6892a6,Non-Compete,0.0,0.2573033273220062,0.1029213309288025,Highly Atypical,0.121
ncp_025_b4e76a,Non-Compete,0.15,0.4692152142524719,0.27768608570098874,Atypical,0.729
ncp_026_07bc65,Non-Compete,0.4,0.4597260355949402,0.4238904142379761,Mixed,0.929
ncp_027_4f5470,Non-Compete,0.1,0.4961671829223633,0.25846687316894534,Atypical,0.657
ncp_028_62112e,Non-Compete,0.0,0.22673842310905457,0.09069536924362183,Highly Atypical,0.071
ncp_029_06df96,Non-Compete,0.35,0.35207605361938477,0.3508304214477539,Mixed,0.786
ncp_030_855d33,Non-Compete,0.0,0.2803739309310913,0.11214957237243653,Highly Atypical,0.243
ncp_031_efefd7,Non-Compete,0.2,0.3965570330619812,0.2786228132247925,Atypical,0.743
ncp_032_c6a486,Non-Compete,0.0,0.26022928953170776,0.10409171581268312,Highly Atypical,0.157
ncp_033_7caf17,Non-Compete,0.0,0.19136644899845123,0.0765465795993805,Highly Atypical,0.029
ncp_034_0e37d2,Non-Compete,0.25,0.5800948143005371,0.3820379257202149,Mixed,0.814
ncp_035_5b6a4a,Non-Compete,0.1,0.37575191259384155,0.21030076503753664,Atypical,0.529
ncp_036_7fce71,Non-Compete,0.2,0.7723413705825806,0.42893654823303223,Mixed,0.943
ncp_037_8997e1,Non-Compete,0.0,0.24941319227218628,0.09976527690887452,Highly Atypical,0.1
ncp_038_b4ae78,Non-Compete,0.0,0.2685678005218506,0.10742712020874023,Highly Atypical,0.2
ncp_039_60c364,Non-Compete,0.1,0.3563671112060547,0.20254684448242188,Atypical,0.514
ncp_040_5551d8,Non-Compete,0.0,0.2761189639568329,0.11044758558273315,Highly Atypical,0.229
ncp_041_f9ffd4,Non-Compete,0.2,0.3549947440624237,0.2619978976249695,Atypical,0.671
ncp_042_a96db3,Non-Compete,0.0,0.29171448945999146,0.11668579578399658,Highly Atypical,0.3
ncp_043_097929,Non-Compete,0.3,0.522727370262146,0.3890909481048584,Mixed,0.843
ncp_044_5bcca0,Non-Compete,0.05,0.32450270652770996,0.159801082611084,Highly Atypical,0.393
ncp_045_ab4df6,Non-Compete,0.15,0.39212626218795776,0.24685050487518312,Atypical,0.614
ncp_046_bdf71a,Non-Compete,0.0,0.23147425055503845,0.09258970022201539,Highly Atypical,0.086
ncp_047_fe823d,Non-Compete,0.0,0.25815099477767944,0.10326039791107178,Highly Atypical,0.143
ncp_048_ad8da8,Non-Compete,0.0,0.22608140110969543,0.09043256044387818,Highly Atypical,0.057
ncp_049_0323f5,Non-Compete,0.05,0.30861401557922363,0.15344560623168946,Highly Atypical,0.343
ncp_050_324a05,Non-Compete,0.1,0.4546828866004944,0.24187315464019776,Atypical,0.586
ncp_051_b7dfbe,Non-Compete,0.1,0.33729785680770874,0.1949191427230835,Atypical,0.5
ncp_052_cfd02f,Non-Compete,0.1,0.4692152142524719,0.24768608570098877,Atypical,0.629
ncp_053_4d0f0c,Non-Compete,0.05,0.3681228756904602,0.1772491502761841,Highly Atypical,0.443
ncp_054_9a9010,Non-Compete,0.0,0.26620417833328247,0.10648167133331299,Highly Atypical,0.171
ncp_055_3d9309,Non-Compete,0.3,0.6462994813919067,0.4385197925567627,Mixed,0.957
ncp_056_19673b,Non-Compete,0.15,0.37936246395111084,0.24174498558044435,Atypical,0.571
ncp_057_8aad7d,Non-Compete,0.15,0.7723413705825806,0.39893654823303226,Mixed,0.9
ncp_058_e06524,Non-Compete,0.0,0.18103066086769104,0.07241226434707641,Highly Atypical,0.014
ncp_059_0f90ac,Non-Compete,0.1,0.579098105430603,0.29163924217224124,Atypical,0.757
ncp_060_f4742d,Non-Compete,0.1,0.8239572644233704,0.3895829057693482,Mixed,0.857
ncp_061_214c11,Non-Compete,0.15,0.4597260355949402,0.2738904142379761,Atypical,0.7
ncp_062_3a1082,Non-Compete,0.05,0.31640172004699707,0.15656068801879883,Highly Atypical,0.371
ncp_063_0cae83,Non-Compete,0.0,0.2860244810581207,0.1144097924232483,Highly Atypical,0.271
ncp_064_a2d3a0,Non-Compete,0.35,0.6946549415588379,0.48786197662353514,Mixed,1.0
ncp_065_415e5e,Non-Compete,0.0,0.2747235894203186,0.10988943576812744,Highly Atypical,0.214
ncp_066_1f60e8,Non-Compete,0.0,0.26771536469459534,0.10708614587783814,Highly Atypical,0.186
ncp_067_d05ed9,Non-Compete,0.2,0.6462994813919067,0.3785197925567627,Mixed,0.8
ncp_068_4bddcf,Non-Compete,0.0,0.2998189628124237,0.11992758512496948,Highly Atypical,0.314
ncp_069_676b46,Non-Compete,0.3,0.5176801085472107,0.3870720434188843,Mixed,0.829
